MentionID,Date,SourceID,ThemeID,UserID,Segment,Type,SentimentScore,FrequencyWeight,PhraseText
745,2024-05-26,1,10,USR_0354,Enterprise PMs,Pain,-0.77,8,
746,2024-05-06,1,8,USR_0252,Enterprise PMs,Pain,-0.35,1,
747,2024-12-06,4,17,USR_0432,Startup PMs,Pain,0.65,1,
748,2024-09-18,2,17,USR_0092,Startup PMs,Pain,0.68,4,
749,2024-07-10,5,12,USR_0239,SMB PMs,Phrase,0.67,2,
750,2025-07-07,5,11,USR_0039,Startup PMs,Phrase,0.53,10,slow down to speed up
751,2025-10-19,5,13,USR_0005,Enterprise PMs,Pain,0.57,3,
752,2024-05-27,5,10,USR_0217,Enterprise PMs,Dream,-0.92,1,sandbagging gatekeepers
753,2024-07-27,1,1,USR_0367,Mid-market PMs,Dream,-0.45,31,
754,2024-05-22,2,14,USR_0131,SMB PMs,Phrase,0.46,10,
755,2024-01-01,3,7,USR_0420,Startup PMs,Phrase,-0.47,1,C suite idiots
756,2025-11-24,2,7,USR_0022,Enterprise PMs,Phrase,-0.0,2,boulder uphill
757,2024-01-26,1,5,USR_0130,SMB PMs,Phrase,-0.54,2,slow down to speed up
758,2025-03-02,3,7,USR_0204,Mid-market PMs,Dream,-0.25,1,
759,2025-03-10,2,5,USR_0249,Mid-market PMs,Dream,-0.64,22,
760,2024-05-12,4,13,USR_0402,Mid-market PMs,Pain,0.32,1,
761,2024-03-25,5,8,USR_0173,SMB PMs,Phrase,-0.59,1,not psychic
762,2024-10-19,5,5,USR_0025,SMB PMs,Pain,-0.5,6,
763,2024-01-26,2,11,USR_0421,Startup PMs,Dream,0.59,3,
764,2025-01-03,1,17,USR_0008,Mid-market PMs,Phrase,0.82,1,not psychic
765,2024-06-03,3,5,USR_0240,Enterprise PMs,Pain,-0.36,8,sandbagging gatekeepers
766,2025-02-11,5,11,USR_0413,Mid-market PMs,Pain,0.67,6,
767,2024-03-22,1,7,USR_0112,Enterprise PMs,Phrase,-0.02,8,
768,2025-10-18,1,1,USR_0276,SMB PMs,Phrase,-0.44,10,
769,2025-08-20,1,10,USR_0369,Enterprise PMs,Pain,-0.56,1,slow down to speed up
770,2025-07-01,1,1,USR_0069,Enterprise PMs,Dream,-0.34,4,
771,2024-10-25,4,5,USR_0222,SMB PMs,Pain,-0.31,1,
772,2024-03-17,5,18,USR_0466,Enterprise PMs,Dream,0.52,1,
773,2025-06-29,3,3,USR_0494,Enterprise PMs,Phrase,-0.39,10,
774,2025-09-23,1,2,USR_0128,Mid-market PMs,Phrase,-0.92,9,
775,2025-02-08,5,14,USR_0317,SMB PMs,Phrase,0.85,1,
776,2025-08-02,3,14,USR_0271,Startup PMs,Pain,1.0,3,
777,2025-01-05,3,16,USR_0075,Startup PMs,Phrase,0.75,4,
778,2024-07-25,5,10,USR_0246,Mid-market PMs,Pain,-0.55,1,CEO without power
779,2025-05-30,4,16,USR_0361,Enterprise PMs,Dream,0.71,5,
780,2024-04-14,3,2,USR_0060,Enterprise PMs,Pain,-0.35,4,
781,2024-10-15,2,17,USR_0145,Enterprise PMs,Pain,0.86,1,
782,2025-11-05,5,5,USR_0228,Enterprise PMs,Pain,-0.5,10,C suite idiots
783,2025-08-03,5,12,USR_0052,Startup PMs,Dream,0.87,8,impacting users lives
784,2025-04-21,2,18,USR_0246,Mid-market PMs,Dream,0.78,1,slow down to speed up
785,2025-06-12,3,14,USR_0315,Startup PMs,Dream,0.96,1,
786,2025-10-02,5,11,USR_0027,Enterprise PMs,Pain,0.43,2,CEO without power
787,2024-04-11,3,6,USR_0117,Startup PMs,Phrase,0.07,1,
788,2024-07-25,4,17,USR_0006,Enterprise PMs,Pain,0.31,2,slow down to speed up
789,2024-05-30,4,13,USR_0467,Enterprise PMs,Phrase,0.61,1,
790,2024-06-03,3,10,USR_0049,SMB PMs,Pain,-0.75,1,
791,2024-04-06,3,15,USR_0007,Enterprise PMs,Phrase,1.0,6,
792,2025-05-17,2,8,USR_0344,SMB PMs,Phrase,-0.57,1,
793,2024-10-26,3,1,USR_0212,Startup PMs,Dream,-0.11,5,
794,2024-12-31,1,15,USR_0028,SMB PMs,Pain,0.51,4,slow down to speed up
795,2025-09-26,2,18,USR_0065,Enterprise PMs,Dream,0.55,6,
796,2025-09-24,2,8,USR_0470,Mid-market PMs,Pain,0.07,1,
797,2024-08-08,5,5,USR_0334,Enterprise PMs,Dream,-0.39,12,sandbagging gatekeepers
798,2024-06-22,4,18,USR_0320,Enterprise PMs,Pain,0.38,2,CEO without power
799,2024-01-15,4,9,USR_0051,Mid-market PMs,Pain,-0.75,3,sandbagging gatekeepers
800,2024-03-10,5,12,USR_0364,SMB PMs,Phrase,0.35,1,
801,2024-10-19,2,14,USR_0002,Mid-market PMs,Phrase,0.56,1,
802,2024-09-16,3,17,USR_0286,Enterprise PMs,Phrase,0.64,7,C suite idiots
803,2025-11-05,2,14,USR_0347,SMB PMs,Pain,0.55,5,not psychic
804,2025-08-01,4,10,USR_0376,Enterprise PMs,Phrase,-0.1,1,
805,2025-08-01,4,13,USR_0236,Startup PMs,Phrase,0.63,5,
806,2024-01-31,2,18,USR_0107,SMB PMs,Phrase,0.7,2,
807,2024-03-04,2,2,USR_0343,Enterprise PMs,Pain,-0.61,2,
808,2024-02-02,4,11,USR_0436,Startup PMs,Pain,0.33,11,
809,2025-08-01,2,12,USR_0364,SMB PMs,Pain,0.78,1,boulder uphill
810,2024-07-09,5,4,USR_0152,Enterprise PMs,Phrase,-0.42,4,
811,2025-03-19,2,4,USR_0287,SMB PMs,Dream,-0.67,2,C suite idiots
812,2025-07-15,5,6,USR_0433,SMB PMs,Pain,-0.19,1,sandbagging gatekeepers
813,2024-06-16,5,3,USR_0365,Mid-market PMs,Pain,-0.56,1,
814,2025-06-09,5,3,USR_0238,Enterprise PMs,Dream,0.1,3,
815,2024-11-24,1,7,USR_0308,Enterprise PMs,Phrase,-0.78,1,
816,2024-05-09,5,1,USR_0246,Mid-market PMs,Phrase,-0.68,8,sandbagging gatekeepers
817,2025-04-26,2,16,USR_0241,Mid-market PMs,Pain,0.94,7,
818,2024-09-04,4,15,USR_0324,Enterprise PMs,Pain,0.34,4,C suite idiots
819,2024-04-15,5,18,USR_0478,SMB PMs,Pain,0.87,3,
820,2025-11-25,5,5,USR_0044,Mid-market PMs,Pain,-0.53,4,
821,2025-10-15,3,11,USR_0329,SMB PMs,Pain,0.33,1,
822,2025-12-07,5,17,USR_0439,Startup PMs,Phrase,0.38,1,
823,2025-06-22,1,9,USR_0041,Enterprise PMs,Pain,-0.57,3,C suite idiots
824,2024-01-10,2,18,USR_0394,Startup PMs,Pain,0.65,1,
825,2024-06-18,2,8,USR_0344,SMB PMs,Dream,-0.58,1,
826,2024-01-17,2,8,USR_0261,SMB PMs,Phrase,-0.69,1,
827,2024-03-16,4,6,USR_0434,Enterprise PMs,Dream,-0.09,1,C suite idiots
828,2024-04-08,3,11,USR_0285,SMB PMs,Pain,0.68,1,
829,2025-01-21,3,10,USR_0306,Mid-market PMs,Pain,-0.39,5,
830,2025-09-24,2,5,USR_0148,SMB PMs,Phrase,-0.26,10,
831,2025-12-30,2,9,USR_0381,Enterprise PMs,Dream,-0.38,12,
832,2024-11-07,1,16,USR_0175,SMB PMs,Dream,0.82,1,
833,2024-03-05,2,2,USR_0137,SMB PMs,Pain,-0.66,3,
834,2025-12-30,5,4,USR_0298,Enterprise PMs,Dream,-0.4,1,
835,2024-05-01,5,16,USR_0349,Enterprise PMs,Pain,0.54,1,
836,2024-02-18,4,18,USR_0462,SMB PMs,Phrase,0.72,6,impacting users lives
837,2025-10-08,2,11,USR_0096,SMB PMs,Pain,0.57,1,
838,2025-03-17,4,2,USR_0383,SMB PMs,Dream,-0.79,4,
839,2024-11-25,3,12,USR_0017,Enterprise PMs,Dream,0.7,1,
840,2024-06-09,4,13,USR_0076,Startup PMs,Dream,0.65,1,CEO without power
841,2024-09-06,4,2,USR_0303,SMB PMs,Phrase,-0.72,7,
842,2024-11-04,5,2,USR_0249,Mid-market PMs,Dream,-0.32,13,sandbagging gatekeepers
843,2025-05-12,5,10,USR_0141,Mid-market PMs,Dream,-0.27,1,C suite idiots
844,2025-04-13,1,13,USR_0091,Enterprise PMs,Dream,0.13,4,
845,2024-12-06,2,14,USR_0143,SMB PMs,Phrase,0.58,5,C suite idiots
846,2025-08-04,3,8,USR_0148,SMB PMs,Phrase,-0.22,1,CEO without power
847,2024-09-16,1,2,USR_0092,Startup PMs,Phrase,-0.8,3,
848,2024-03-05,5,4,USR_0082,SMB PMs,Dream,-0.13,5,boulder uphill
849,2025-02-06,3,9,USR_0071,Startup PMs,Pain,-0.45,2,
850,2025-06-16,3,2,USR_0184,Mid-market PMs,Pain,-0.65,1,not psychic
851,2025-12-22,4,13,USR_0212,Startup PMs,Phrase,0.72,3,CEO without power
852,2025-02-26,4,4,USR_0403,SMB PMs,Dream,-0.29,1,
853,2024-10-03,2,6,USR_0306,Mid-market PMs,Pain,-0.15,1,
854,2024-02-17,1,14,USR_0451,Startup PMs,Dream,0.4,3,
855,2024-06-04,2,14,USR_0342,SMB PMs,Phrase,0.52,1,
856,2025-07-16,3,16,USR_0343,Enterprise PMs,Phrase,0.98,3,
857,2025-04-26,4,18,USR_0078,Enterprise PMs,Pain,0.49,7,
858,2025-04-27,4,10,USR_0051,Mid-market PMs,Pain,-0.77,5,
859,2025-01-21,2,3,USR_0169,Enterprise PMs,Pain,-0.49,6,
860,2025-02-26,1,17,USR_0123,Enterprise PMs,Dream,0.76,5,
861,2024-11-27,1,3,USR_0182,Enterprise PMs,Phrase,-0.3,5,
862,2024-03-10,3,2,USR_0060,Enterprise PMs,Phrase,-0.63,4,
863,2024-01-29,4,16,USR_0279,Startup PMs,Pain,1.0,1,
864,2024-08-21,2,10,USR_0187,Startup PMs,Pain,-0.81,1,
865,2025-05-12,4,14,USR_0346,SMB PMs,Pain,0.66,1,
866,2025-01-10,5,16,USR_0111,Enterprise PMs,Pain,0.73,1,
867,2024-08-25,2,2,USR_0187,Startup PMs,Phrase,-0.05,2,
868,2024-10-22,2,15,USR_0343,Enterprise PMs,Dream,0.6,11,
869,2024-02-28,3,18,USR_0347,SMB PMs,Dream,0.58,4,sandbagging gatekeepers
870,2025-04-24,5,16,USR_0430,Enterprise PMs,Pain,0.39,1,C suite idiots
871,2025-01-08,4,11,USR_0047,Enterprise PMs,Phrase,0.32,3,
872,2025-03-03,5,11,USR_0466,Enterprise PMs,Dream,0.53,2,
873,2024-04-04,2,1,USR_0307,SMB PMs,Pain,-0.44,1,
874,2025-06-01,5,8,USR_0296,SMB PMs,Pain,-0.73,1,
875,2024-12-28,2,13,USR_0017,Enterprise PMs,Dream,0.68,1,
876,2025-07-15,1,17,USR_0471,Enterprise PMs,Pain,0.44,4,
877,2024-09-08,4,14,USR_0114,Startup PMs,Pain,0.72,4,
878,2024-09-24,1,14,USR_0477,Enterprise PMs,Phrase,0.37,1,
879,2024-10-10,4,10,USR_0179,Mid-market PMs,Dream,-0.66,5,not psychic
880,2025-03-25,4,14,USR_0227,Mid-market PMs,Pain,0.59,1,slow down to speed up
881,2025-02-19,3,3,USR_0316,Startup PMs,Dream,-0.53,19,
882,2024-07-15,2,8,USR_0469,Enterprise PMs,Phrase,-0.35,12,
883,2024-06-16,3,2,USR_0318,Enterprise PMs,Pain,-0.46,3,
884,2024-04-29,3,8,USR_0397,Mid-market PMs,Pain,-0.49,11,CEO without power
885,2025-09-12,5,1,USR_0011,Enterprise PMs,Dream,-0.4,2,
886,2024-01-05,2,16,USR_0492,SMB PMs,Pain,0.46,1,
887,2025-05-29,3,16,USR_0442,Mid-market PMs,Pain,0.59,9,not psychic
888,2024-09-14,1,8,USR_0258,Startup PMs,Pain,-0.26,1,
889,2024-02-22,3,2,USR_0113,Mid-market PMs,Dream,-0.51,6,
890,2024-10-19,4,6,USR_0014,Enterprise PMs,Phrase,-0.2,1,
891,2024-03-22,5,5,USR_0091,Enterprise PMs,Dream,-0.47,14,
892,2024-03-20,3,1,USR_0437,Enterprise PMs,Dream,-1.0,6,CEO without power
893,2025-08-19,1,10,USR_0120,SMB PMs,Pain,-0.26,13,boulder uphill
894,2024-03-31,5,5,USR_0466,Enterprise PMs,Dream,-0.81,1,
895,2025-04-25,5,11,USR_0078,Enterprise PMs,Phrase,0.54,5,impacting users lives
896,2025-01-19,5,13,USR_0259,SMB PMs,Phrase,0.56,1,C suite idiots
897,2024-12-10,2,8,USR_0268,Startup PMs,Dream,-0.4,1,
898,2024-03-27,5,12,USR_0483,SMB PMs,Dream,0.82,11,
899,2025-03-01,1,14,USR_0011,Enterprise PMs,Phrase,0.68,1,
900,2024-06-09,2,3,USR_0453,SMB PMs,Dream,-0.48,8,
901,2024-04-15,2,5,USR_0097,SMB PMs,Pain,-0.56,1,
902,2025-02-24,1,5,USR_0248,Mid-market PMs,Phrase,-0.35,5,
903,2024-05-05,1,17,USR_0312,Enterprise PMs,Phrase,0.6,1,
904,2025-03-24,5,12,USR_0447,Mid-market PMs,Dream,0.73,1,
905,2025-08-18,1,15,USR_0211,SMB PMs,Pain,0.45,1,
906,2025-08-26,1,18,USR_0103,Enterprise PMs,Phrase,0.46,10,
907,2025-10-04,4,6,USR_0343,Enterprise PMs,Phrase,-0.15,4,sandbagging gatekeepers
908,2024-01-28,5,4,USR_0280,Startup PMs,Pain,-0.84,1,
909,2025-07-02,4,4,USR_0424,SMB PMs,Phrase,-0.31,1,
910,2024-11-23,2,13,USR_0350,SMB PMs,Phrase,0.35,1,slow down to speed up
911,2025-05-24,3,11,USR_0437,Enterprise PMs,Phrase,0.5,10,
912,2024-02-27,1,4,USR_0266,Startup PMs,Pain,-0.14,1,not psychic
913,2024-10-19,5,12,USR_0420,Startup PMs,Phrase,0.62,5,boulder uphill
914,2024-08-17,1,10,USR_0478,SMB PMs,Phrase,-0.69,6,
915,2024-10-08,4,11,USR_0126,SMB PMs,Phrase,0.71,3,
916,2024-10-04,2,14,USR_0140,Mid-market PMs,Phrase,0.45,1,impacting users lives
917,2025-10-20,3,6,USR_0238,Enterprise PMs,Pain,0.1,9,
918,2025-06-29,2,17,USR_0425,Enterprise PMs,Pain,0.34,2,
919,2024-07-05,5,7,USR_0391,Mid-market PMs,Dream,-0.11,1,
920,2024-03-02,2,12,USR_0250,Mid-market PMs,Phrase,0.56,2,
921,2025-05-02,3,4,USR_0049,SMB PMs,Phrase,-0.61,14,CEO without power
922,2024-01-01,1,14,USR_0251,Enterprise PMs,Dream,0.77,2,
923,2025-08-22,2,2,USR_0088,SMB PMs,Phrase,-0.93,19,
924,2024-03-05,5,3,USR_0433,SMB PMs,Phrase,-0.26,7,CEO without power
925,2024-03-20,3,8,USR_0310,Enterprise PMs,Dream,-0.56,1,
926,2024-03-14,5,14,USR_0181,Enterprise PMs,Pain,0.89,13,
927,2025-01-17,1,1,USR_0463,Startup PMs,Dream,0.06,8,
928,2025-07-20,3,1,USR_0228,Enterprise PMs,Phrase,-0.72,2,slow down to speed up
929,2024-11-20,2,12,USR_0204,Mid-market PMs,Phrase,0.52,6,
930,2025-05-19,3,3,USR_0223,Enterprise PMs,Dream,-0.3,7,
931,2024-07-19,1,8,USR_0263,Enterprise PMs,Pain,-0.23,1,
932,2024-11-02,4,16,USR_0327,SMB PMs,Pain,0.65,1,
933,2025-11-13,2,8,USR_0089,Mid-market PMs,Phrase,-0.39,1,
934,2024-02-20,1,13,USR_0090,SMB PMs,Phrase,0.71,2,slow down to speed up
935,2024-03-01,3,6,USR_0012,Mid-market PMs,Dream,-0.13,1,
936,2025-11-18,3,11,USR_0242,Mid-market PMs,Dream,0.91,6,sandbagging gatekeepers
937,2024-12-24,3,14,USR_0399,Startup PMs,Dream,0.49,6,slow down to speed up
938,2024-12-31,2,8,USR_0098,SMB PMs,Dream,-0.78,1,
939,2025-04-16,2,6,USR_0188,SMB PMs,Dream,-0.12,2,
940,2025-11-22,3,5,USR_0107,SMB PMs,Pain,-0.34,1,sandbagging gatekeepers
941,2024-09-17,1,4,USR_0304,SMB PMs,Dream,-0.28,6,
942,2025-12-05,3,17,USR_0139,Enterprise PMs,Dream,0.83,1,CEO without power
943,2025-10-23,5,11,USR_0044,Mid-market PMs,Pain,0.59,1,
944,2025-12-03,1,11,USR_0205,SMB PMs,Pain,0.24,3,
945,2025-05-13,5,4,USR_0046,Startup PMs,Dream,-0.57,4,
946,2025-05-24,1,10,USR_0351,SMB PMs,Dream,-0.27,3,
947,2025-08-05,1,8,USR_0089,Mid-market PMs,Dream,-0.71,14,
948,2025-01-31,3,18,USR_0274,Mid-market PMs,Phrase,0.51,1,boulder uphill
949,2025-10-05,3,13,USR_0232,SMB PMs,Phrase,0.65,5,
950,2024-06-06,3,1,USR_0340,Enterprise PMs,Dream,-0.56,3,C suite idiots
951,2024-09-24,4,13,USR_0495,SMB PMs,Dream,0.18,1,
952,2024-11-10,5,17,USR_0489,Mid-market PMs,Phrase,0.65,6,
953,2024-12-31,3,14,USR_0145,Enterprise PMs,Dream,0.99,4,
954,2025-02-19,1,12,USR_0296,SMB PMs,Pain,0.6,1,
955,2024-03-23,2,18,USR_0234,SMB PMs,Pain,0.49,6,not psychic
956,2025-01-19,2,11,USR_0250,Mid-market PMs,Dream,0.67,3,
957,2025-11-21,3,7,USR_0204,Mid-market PMs,Phrase,-0.67,1,slow down to speed up
958,2025-08-10,2,14,USR_0073,Enterprise PMs,Pain,0.8,2,
959,2025-03-31,5,10,USR_0162,SMB PMs,Pain,-0.36,22,
960,2024-11-23,5,14,USR_0153,Enterprise PMs,Dream,0.2,2,
961,2025-10-08,5,8,USR_0096,SMB PMs,Dream,-0.2,4,
962,2024-05-05,3,15,USR_0064,Enterprise PMs,Dream,0.63,2,
963,2024-11-28,1,5,USR_0083,Enterprise PMs,Dream,-0.55,19,C suite idiots
964,2025-12-13,2,7,USR_0284,Enterprise PMs,Dream,-0.92,9,
965,2025-01-22,5,18,USR_0387,Enterprise PMs,Dream,0.24,4,
966,2024-03-03,4,11,USR_0452,SMB PMs,Phrase,1.0,1,
967,2024-09-19,5,13,USR_0086,Enterprise PMs,Dream,0.41,10,sandbagging gatekeepers
968,2025-11-30,5,7,USR_0300,Enterprise PMs,Pain,-0.92,1,
969,2025-07-14,4,9,USR_0069,Enterprise PMs,Pain,-0.6,13,
970,2024-12-16,2,3,USR_0187,Startup PMs,Phrase,-0.16,5,
971,2024-07-13,3,15,USR_0048,SMB PMs,Dream,0.64,5,
972,2025-08-12,1,17,USR_0163,SMB PMs,Phrase,0.2,1,impacting users lives
973,2025-08-05,3,8,USR_0209,Enterprise PMs,Phrase,-0.64,2,
974,2025-01-27,2,15,USR_0346,SMB PMs,Phrase,0.27,1,CEO without power
975,2024-11-29,5,12,USR_0481,SMB PMs,Pain,0.35,2,
976,2025-12-08,5,14,USR_0340,Enterprise PMs,Phrase,0.57,7,
977,2024-07-30,5,13,USR_0364,SMB PMs,Pain,0.67,4,
978,2024-10-03,5,14,USR_0202,Enterprise PMs,Pain,0.33,1,not psychic
979,2024-10-03,5,16,USR_0156,Enterprise PMs,Dream,0.41,9,
980,2025-12-17,4,4,USR_0094,SMB PMs,Phrase,-0.58,1,
981,2025-03-15,3,8,USR_0169,Enterprise PMs,Phrase,-1.0,1,
982,2024-12-19,2,13,USR_0236,Startup PMs,Phrase,0.92,1,
983,2025-04-25,4,9,USR_0416,SMB PMs,Phrase,-0.22,4,
984,2025-04-02,4,10,USR_0054,Mid-market PMs,Dream,-0.67,9,C suite idiots
985,2024-03-07,3,1,USR_0453,SMB PMs,Phrase,-0.48,7,
986,2025-09-23,1,17,USR_0075,Startup PMs,Phrase,0.79,3,
987,2025-03-11,1,15,USR_0042,SMB PMs,Phrase,0.66,3,
988,2024-06-09,1,11,USR_0275,SMB PMs,Pain,0.9,2,boulder uphill
989,2024-10-17,5,7,USR_0066,SMB PMs,Phrase,-0.91,3,
990,2024-04-16,3,7,USR_0192,Mid-market PMs,Dream,-0.59,1,boulder uphill
991,2025-08-26,2,13,USR_0033,Enterprise PMs,Phrase,0.35,8,
992,2025-05-08,2,14,USR_0359,Mid-market PMs,Pain,0.68,1,
993,2025-05-24,2,4,USR_0176,Enterprise PMs,Phrase,-0.44,4,
994,2024-12-12,4,5,USR_0064,Enterprise PMs,Phrase,-0.66,9,not psychic
995,2024-01-26,5,3,USR_0285,SMB PMs,Dream,-0.43,4,slow down to speed up
996,2025-08-20,5,5,USR_0458,SMB PMs,Pain,-0.58,1,
997,2024-08-10,1,2,USR_0362,SMB PMs,Dream,-0.11,2,impacting users lives
998,2024-04-20,3,14,USR_0459,Enterprise PMs,Phrase,0.57,4,not psychic
999,2024-01-12,2,5,USR_0070,Mid-market PMs,Pain,0.03,2,
1000,2024-05-15,5,16,USR_0450,Enterprise PMs,Phrase,0.58,4,
1001,2025-07-04,2,16,USR_0315,Startup PMs,Pain,0.33,1,
1002,2024-03-06,5,18,USR_0103,Enterprise PMs,Pain,0.67,1,
1003,2024-11-23,4,18,USR_0359,Mid-market PMs,Pain,0.25,1,sandbagging gatekeepers
1004,2025-10-12,4,11,USR_0241,Mid-market PMs,Phrase,0.61,2,
1005,2025-01-15,4,9,USR_0335,Enterprise PMs,Dream,-0.57,17,
1006,2024-02-22,4,8,USR_0212,Startup PMs,Phrase,-0.05,12,
1007,2025-04-09,3,15,USR_0180,Enterprise PMs,Pain,0.6,1,
1008,2025-07-12,5,5,USR_0394,Startup PMs,Phrase,-0.45,1,CEO without power
1009,2025-03-01,4,3,USR_0214,Enterprise PMs,Pain,-0.29,2,
1010,2025-06-05,5,2,USR_0351,SMB PMs,Dream,-0.74,3,not psychic
1011,2024-10-03,4,1,USR_0435,Enterprise PMs,Pain,-0.8,9,sandbagging gatekeepers
1012,2024-08-04,1,1,USR_0453,SMB PMs,Pain,-0.17,5,CEO without power
1013,2025-08-23,1,14,USR_0408,Enterprise PMs,Pain,0.52,1,
1014,2025-05-12,2,17,USR_0437,Enterprise PMs,Dream,0.75,2,
1015,2024-07-01,2,6,USR_0163,SMB PMs,Phrase,-0.2,2,
1016,2025-03-03,1,12,USR_0119,Mid-market PMs,Phrase,0.73,2,
1017,2024-08-25,3,9,USR_0104,SMB PMs,Dream,-0.64,1,
1018,2025-11-06,4,11,USR_0233,SMB PMs,Dream,0.71,3,
1019,2025-02-08,1,17,USR_0184,Mid-market PMs,Dream,0.65,1,slow down to speed up
1020,2025-02-09,3,3,USR_0289,Enterprise PMs,Dream,-0.04,5,sandbagging gatekeepers
1021,2025-10-08,1,10,USR_0021,SMB PMs,Phrase,-0.4,4,boulder uphill
1022,2024-05-25,3,17,USR_0306,Mid-market PMs,Dream,0.38,2,slow down to speed up
1023,2024-03-07,5,9,USR_0277,Startup PMs,Phrase,-0.43,2,CEO without power
1024,2024-02-26,4,14,USR_0462,SMB PMs,Dream,1.0,5,boulder uphill
1025,2025-11-26,2,8,USR_0145,Enterprise PMs,Phrase,-0.22,4,slow down to speed up
1026,2024-01-23,1,15,USR_0013,Startup PMs,Dream,0.93,3,
1027,2025-07-03,4,10,USR_0438,Startup PMs,Pain,-0.36,2,
1028,2024-09-05,1,2,USR_0264,SMB PMs,Dream,-0.43,8,
1029,2024-02-21,4,13,USR_0264,SMB PMs,Phrase,0.45,2,
1030,2024-08-19,2,12,USR_0049,SMB PMs,Phrase,0.96,6,not psychic
1031,2025-12-14,1,15,USR_0292,Enterprise PMs,Pain,0.67,1,
1032,2025-02-15,2,15,USR_0275,SMB PMs,Pain,0.24,1,slow down to speed up
1033,2025-09-13,4,3,USR_0385,Startup PMs,Phrase,-0.45,5,
1034,2025-02-20,2,1,USR_0444,Enterprise PMs,Pain,-0.48,8,
1035,2024-09-19,1,14,USR_0394,Startup PMs,Phrase,0.09,1,
1036,2024-03-23,1,14,USR_0380,Enterprise PMs,Pain,0.27,2,not psychic
1037,2024-05-24,2,12,USR_0251,Enterprise PMs,Phrase,0.49,1,
1038,2024-05-09,3,2,USR_0250,Mid-market PMs,Dream,-0.34,4,
1039,2025-08-29,5,7,USR_0405,Enterprise PMs,Dream,-0.42,6,
1040,2025-03-30,2,10,USR_0179,Mid-market PMs,Phrase,-0.84,13,
1041,2024-12-23,5,4,USR_0185,Enterprise PMs,Pain,-0.34,1,
1042,2024-01-01,4,16,USR_0388,Enterprise PMs,Phrase,0.52,1,
1043,2024-05-12,1,8,USR_0295,Enterprise PMs,Phrase,-0.26,1,
1044,2024-07-11,3,8,USR_0056,Mid-market PMs,Phrase,-0.96,2,
1045,2025-01-27,1,5,USR_0408,Enterprise PMs,Dream,-0.67,22,
1046,2025-10-07,5,3,USR_0440,Enterprise PMs,Dream,-0.2,3,
1047,2024-09-30,3,9,USR_0277,Startup PMs,Pain,-0.78,1,not psychic
1048,2025-06-14,3,11,USR_0379,Startup PMs,Dream,0.69,1,
1049,2025-09-10,1,7,USR_0431,Enterprise PMs,Dream,-0.29,1,
1050,2024-12-07,5,18,USR_0320,Enterprise PMs,Dream,0.98,1,
1051,2024-04-20,5,9,USR_0276,SMB PMs,Phrase,-0.76,1,
1052,2025-07-16,1,10,USR_0280,Startup PMs,Dream,-0.09,11,
1053,2025-08-31,1,9,USR_0131,SMB PMs,Dream,-0.14,12,
1054,2024-10-09,4,9,USR_0327,SMB PMs,Dream,-0.56,1,
1055,2025-03-18,2,17,USR_0357,Enterprise PMs,Pain,0.88,3,
1056,2024-01-12,1,12,USR_0274,Mid-market PMs,Phrase,0.92,6,
1057,2025-02-21,4,5,USR_0236,Startup PMs,Pain,-0.71,1,impacting users lives
1058,2024-08-24,4,10,USR_0500,Mid-market PMs,Phrase,-0.67,8,
1059,2025-06-08,4,9,USR_0251,Enterprise PMs,Pain,-0.43,1,boulder uphill
1060,2024-03-18,1,2,USR_0194,SMB PMs,Dream,-0.59,9,
1061,2025-09-16,4,4,USR_0486,Mid-market PMs,Pain,-0.64,18,
1062,2024-03-02,3,12,USR_0136,Enterprise PMs,Pain,1.0,1,
1063,2024-01-17,5,2,USR_0219,SMB PMs,Pain,-0.59,1,slow down to speed up
1064,2025-10-15,5,5,USR_0125,Enterprise PMs,Pain,-0.52,1,
1065,2025-01-26,2,17,USR_0176,Enterprise PMs,Pain,0.51,1,
1066,2025-06-18,5,4,USR_0321,SMB PMs,Phrase,-0.51,4,boulder uphill
1067,2025-07-28,5,5,USR_0365,Mid-market PMs,Phrase,-0.4,1,
1068,2024-03-22,1,9,USR_0226,Enterprise PMs,Pain,-0.4,10,
1069,2024-06-14,4,13,USR_0366,Enterprise PMs,Dream,0.49,1,
1070,2025-01-20,2,2,USR_0094,SMB PMs,Dream,-0.48,7,impacting users lives
1071,2025-12-10,5,12,USR_0023,Enterprise PMs,Pain,0.23,7,impacting users lives
1072,2025-11-19,5,17,USR_0061,Enterprise PMs,Dream,0.09,11,
1073,2025-03-01,2,3,USR_0129,Enterprise PMs,Phrase,-0.16,11,boulder uphill
1074,2024-04-10,5,2,USR_0415,SMB PMs,Dream,-0.18,1,
1075,2025-11-28,5,14,USR_0257,Mid-market PMs,Phrase,0.67,4,
1076,2025-12-29,3,18,USR_0178,Enterprise PMs,Phrase,0.61,3,
1077,2024-08-26,4,16,USR_0305,Startup PMs,Pain,0.21,1,slow down to speed up
1078,2024-05-15,3,11,USR_0148,SMB PMs,Pain,0.45,6,CEO without power
1079,2024-02-01,1,8,USR_0234,SMB PMs,Pain,-0.12,16,
1080,2025-01-05,4,15,USR_0147,SMB PMs,Phrase,0.65,6,
1081,2025-06-05,3,14,USR_0133,Enterprise PMs,Pain,0.42,14,
1082,2025-01-24,5,18,USR_0160,Startup PMs,Pain,0.63,1,
1083,2024-04-02,1,1,USR_0029,SMB PMs,Dream,-0.13,5,
