RevenueID,Date,UserID,MRRAmount,GrowthMoM
570,2025-06-22,USR_0227,254.3,0.0401
571,2024-08-22,USR_0092,2144.61,0.0378
572,2025-08-05,USR_0167,3162.28,0.0845
573,2024-10-31,USR_0044,27.27,-0.0178
574,2025-03-28,USR_0023,112.96,-0.0079
575,2024-01-09,USR_0281,530.49,0.0723
576,2025-06-03,USR_0349,1232.74,0.0735
577,2025-08-22,USR_0144,158.0,0.0254
578,2025-09-11,USR_0267,61.07,0.0179
579,2024-07-28,USR_0330,248.29,0.0215
580,2025-11-05,USR_0244,447.96,0.1404
581,2025-03-12,USR_0227,5297.69,0.0067
582,2024-06-14,USR_0143,2811.33,0.0775
583,2024-09-18,USR_0080,1278.97,0.0536
584,2025-01-01,USR_0293,88.0,0.0302
585,2025-02-20,USR_0248,1003.82,0.0769
586,2024-02-06,USR_0404,221.68,0.0772
587,2025-03-26,USR_0022,874.0,0.0105
588,2024-07-01,USR_0373,4946.83,-0.0077
589,2024-11-05,USR_0396,875.47,0.0333
590,2025-10-01,USR_0230,76.4,0.1028
591,2025-08-27,USR_0404,2587.22,0.0621
592,2024-09-30,USR_0194,2985.27,0.0792
593,2024-09-20,USR_0328,1883.17,0.016
594,2025-02-14,USR_0433,145.99,-0.002
595,2025-04-18,USR_0107,4874.8,0.0286
596,2024-06-17,USR_0259,10984.0,0.0658
597,2025-10-11,USR_0121,76.52,0.0095
598,2025-10-19,USR_0194,135.04,0.0219
599,2025-01-10,USR_0092,1609.04,0.0829
600,2024-04-26,USR_0028,926.73,0.0774
601,2025-12-03,USR_0201,836.52,0.0227
602,2024-05-11,USR_0229,2208.55,0.0733
603,2025-04-15,USR_0480,553.19,0.0077
604,2024-01-27,USR_0279,2964.86,0.0111
