EventID,Date,UserID,Feature,EventType,ChurnFlag
445,2024-06-20,USR_0225,Roadmap Planner,Adopt,1
446,2024-06-17,USR_0486,Stakeholder Tool,Adopt,1
447,2024-07-06,USR_0115,Analytics Dashboard,Adopt,0
448,2024-05-07,USR_0258,Analytics Dashboard,Adopt,0
449,2024-11-26,USR_0467,Roadmap Planner,Churn,0
450,2025-04-11,USR_0096,Meeting Optimizer,Churn,1
451,2025-01-05,USR_0134,Analytics Dashboard,Adopt,0
452,2024-03-27,USR_0146,Stakeholder Tool,Churn,0
453,2025-07-12,USR_0372,Roadmap Planner,Churn,0
454,2025-12-23,USR_0012,Meeting Optimizer,Churn,0
455,2025-06-28,USR_0496,Stakeholder Tool,Adopt,1
456,2024-12-13,USR_0357,Meeting Optimizer,Adopt,0
457,2025-06-10,USR_0420,Roadmap Planner,Adopt,0
458,2025-01-07,USR_0019,Meeting Optimizer,Adopt,1
459,2024-11-02,USR_0008,Analytics Dashboard,Adopt,0
460,2024-10-15,USR_0453,Meeting Optimizer,Churn,1
461,2025-01-16,USR_0073,Roadmap Planner,Adopt,1
462,2024-03-18,USR_0034,Stakeholder Tool,Adopt,0
463,2024-07-25,USR_0463,Analytics Dashboard,Churn,0
464,2025-12-25,USR_0463,Roadmap Planner,Adopt,0
465,2024-09-23,USR_0239,Meeting Optimizer,Adopt,0
466,2025-09-25,USR_0304,Roadmap Planner,Adopt,0
467,2024-12-30,USR_0273,Stakeholder Tool,Adopt,1
468,2024-06-04,USR_0200,Analytics Dashboard,Adopt,0
469,2025-04-27,USR_0137,Analytics Dashboard,Adopt,0
470,2025-08-03,USR_0369,Stakeholder Tool,Churn,1
471,2025-06-02,USR_0114,Stakeholder Tool,Churn,1
472,2025-09-07,USR_0242,Roadmap Planner,Churn,0
473,2025-10-29,USR_0418,Roadmap Planner,Adopt,0
474,2024-11-05,USR_0426,Meeting Optimizer,Adopt,1
475,2024-03-22,USR_0258,Meeting Optimizer,Churn,0
476,2025-04-02,USR_0410,Analytics Dashboard,Churn,0
477,2024-09-18,USR_0353,Meeting Optimizer,Adopt,0
478,2024-02-08,USR_0318,Analytics Dashboard,Adopt,0
479,2025-10-10,USR_0117,Roadmap Planner,Churn,1
480,2025-08-05,USR_0013,Analytics Dashboard,Churn,0
481,2025-04-19,USR_0340,Meeting Optimizer,Churn,0
482,2024-10-04,USR_0497,Meeting Optimizer,Adopt,0
483,2024-10-05,USR_0194,Stakeholder Tool,Churn,0
484,2025-06-11,USR_0193,Analytics Dashboard,Churn,0
485,2025-08-04,USR_0224,Meeting Optimizer,Adopt,1
486,2025-03-09,USR_0133,Analytics Dashboard,Churn,0
487,2025-07-20,USR_0037,Stakeholder Tool,Churn,0
488,2025-03-21,USR_0419,Stakeholder Tool,Adopt,0
489,2024-03-03,USR_0091,Meeting Optimizer,Churn,0
490,2024-05-22,USR_0111,Meeting Optimizer,Adopt,0
491,2024-09-15,USR_0390,Meeting Optimizer,Adopt,0
492,2025-08-21,USR_0152,Roadmap Planner,Adopt,1
493,2024-01-18,USR_0247,Stakeholder Tool,Churn,1
494,2024-07-09,USR_0216,Roadmap Planner,Adopt,0
495,2025-05-15,USR_0266,Roadmap Planner,Adopt,0
496,2024-02-21,USR_0270,Meeting Optimizer,Adopt,1
497,2024-12-02,USR_0040,Stakeholder Tool,Adopt,0
498,2024-01-19,USR_0283,Meeting Optimizer,Churn,0
499,2025-10-18,USR_0162,Roadmap Planner,Adopt,0
500,2025-05-20,USR_0084,Stakeholder Tool,Adopt,0
501,2024-06-29,USR_0021,Stakeholder Tool,Adopt,0
502,2024-09-13,USR_0050,Analytics Dashboard,Churn,0
503,2025-05-22,USR_0325,Roadmap Planner,Adopt,0
504,2025-09-11,USR_0152,Stakeholder Tool,Churn,0
505,2025-11-16,USR_0422,Analytics Dashboard,Adopt,0
506,2025-12-17,USR_0100,Analytics Dashboard,Adopt,0
507,2025-02-19,USR_0335,Analytics Dashboard,Churn,0
508,2024-09-13,USR_0382,Stakeholder Tool,Adopt,0
509,2024-06-17,USR_0205,Roadmap Planner,Churn,1
510,2024-06-01,USR_0149,Roadmap Planner,Adopt,0
511,2025-09-28,USR_0295,Meeting Optimizer,Churn,0
512,2024-07-05,USR_0048,Analytics Dashboard,Adopt,1
513,2025-01-31,USR_0334,Meeting Optimizer,Adopt,0
514,2025-09-28,USR_0361,Analytics Dashboard,Adopt,0
515,2025-01-23,USR_0460,Meeting Optimizer,Adopt,0
516,2024-03-25,USR_0223,Stakeholder Tool,Churn,0
517,2024-05-04,USR_0118,Roadmap Planner,Adopt,0
518,2024-01-16,USR_0203,Analytics Dashboard,Churn,0
519,2024-01-12,USR_0135,Analytics Dashboard,Churn,0
520,2025-06-21,USR_0450,Roadmap Planner,Churn,0
521,2025-09-18,USR_0227,Stakeholder Tool,Churn,1
522,2024-09-29,USR_0483,Roadmap Planner,Adopt,1
523,2024-07-15,USR_0202,Meeting Optimizer,Adopt,0
524,2025-08-06,USR_0398,Roadmap Planner,Churn,0
525,2025-12-02,USR_0185,Analytics Dashboard,Churn,0
526,2024-06-08,USR_0021,Roadmap Planner,Churn,1
527,2025-01-10,USR_0428,Analytics Dashboard,Adopt,0
528,2024-10-19,USR_0275,Roadmap Planner,Adopt,1
529,2025-04-17,USR_0373,Roadmap Planner,Churn,1
530,2024-08-19,USR_0065,Roadmap Planner,Churn,1
531,2025-04-07,USR_0375,Meeting Optimizer,Churn,1
532,2024-06-15,USR_0192,Stakeholder Tool,Adopt,0
533,2024-09-29,USR_0371,Analytics Dashboard,Adopt,0
534,2024-11-04,USR_0278,Meeting Optimizer,Adopt,1
535,2024-01-05,USR_0479,Stakeholder Tool,Adopt,1
536,2025-11-24,USR_0391,Analytics Dashboard,Adopt,0
537,2024-05-26,USR_0354,Roadmap Planner,Churn,1
538,2024-05-06,USR_0252,Analytics Dashboard,Churn,1
539,2024-12-06,USR_0432,Analytics Dashboard,Adopt,0
540,2024-09-18,USR_0092,Analytics Dashboard,Adopt,0
541,2025-10-19,USR_0005,Analytics Dashboard,Adopt,0
542,2024-07-27,USR_0367,Meeting Optimizer,Churn,1
543,2024-05-22,USR_0131,Roadmap Planner,Churn,0
544,2024-01-01,USR_0420,Analytics Dashboard,Churn,0
545,2024-01-26,USR_0130,Stakeholder Tool,Churn,0
546,2025-03-02,USR_0204,Roadmap Planner,Churn,0
547,2025-03-10,USR_0249,Analytics Dashboard,Churn,1
548,2024-03-25,USR_0173,Roadmap Planner,Churn,1
549,2024-01-26,USR_0421,Roadmap Planner,Adopt,0
550,2024-03-22,USR_0112,Roadmap Planner,Adopt,1
551,2025-08-20,USR_0369,Roadmap Planner,Churn,0
552,2024-10-25,USR_0222,Roadmap Planner,Adopt,1
553,2024-03-17,USR_0466,Stakeholder Tool,Adopt,1
554,2025-06-29,USR_0494,Meeting Optimizer,Adopt,0
555,2025-08-02,USR_0271,Meeting Optimizer,Adopt,0
556,2025-01-05,USR_0075,Roadmap Planner,Adopt,0
557,2024-07-25,USR_0246,Meeting Optimizer,Adopt,0
558,2025-05-30,USR_0361,Analytics Dashboard,Adopt,0
559,2024-04-14,USR_0060,Analytics Dashboard,Adopt,1
560,2025-08-03,USR_0052,Stakeholder Tool,Adopt,0
561,2025-04-21,USR_0246,Meeting Optimizer,Adopt,1
562,2025-06-12,USR_0315,Roadmap Planner,Adopt,0
563,2025-10-02,USR_0027,Roadmap Planner,Churn,0
564,2024-04-11,USR_0117,Stakeholder Tool,Adopt,1
565,2024-07-25,USR_0006,Roadmap Planner,Churn,1
566,2024-06-03,USR_0049,Analytics Dashboard,Churn,1
567,2024-04-06,USR_0007,Roadmap Planner,Churn,0
568,2025-05-17,USR_0344,Analytics Dashboard,Churn,1
569,2024-12-31,USR_0028,Roadmap Planner,Adopt,0
570,2025-09-26,USR_0065,Analytics Dashboard,Adopt,1
571,2025-09-24,USR_0470,Roadmap Planner,Churn,1
572,2024-08-08,USR_0334,Meeting Optimizer,Adopt,1
573,2024-06-22,USR_0320,Stakeholder Tool,Adopt,1
574,2024-03-10,USR_0364,Stakeholder Tool,Adopt,0
575,2024-10-19,USR_0002,Analytics Dashboard,Adopt,0
576,2025-11-05,USR_0347,Roadmap Planner,Adopt,1
577,2025-08-01,USR_0376,Roadmap Planner,Churn,0
578,2024-03-04,USR_0343,Analytics Dashboard,Churn,0
579,2024-02-02,USR_0436,Stakeholder Tool,Adopt,0
580,2024-07-09,USR_0152,Meeting Optimizer,Churn,0
581,2025-03-19,USR_0287,Analytics Dashboard,Adopt,0
582,2025-07-15,USR_0433,Analytics Dashboard,Churn,0
583,2024-06-16,USR_0365,Analytics Dashboard,Adopt,0
584,2025-06-09,USR_0238,Analytics Dashboard,Churn,1
585,2024-11-24,USR_0308,Stakeholder Tool,Churn,1
586,2024-05-09,USR_0246,Roadmap Planner,Adopt,1
587,2025-04-26,USR_0241,Roadmap Planner,Adopt,1
588,2024-09-04,USR_0324,Stakeholder Tool,Adopt,0
589,2024-04-15,USR_0478,Roadmap Planner,Adopt,0
590,2025-11-25,USR_0044,Stakeholder Tool,Adopt,0
591,2025-10-15,USR_0329,Stakeholder Tool,Adopt,0
592,2025-12-07,USR_0439,Meeting Optimizer,Adopt,0
593,2025-06-22,USR_0041,Roadmap Planner,Churn,0
594,2024-01-10,USR_0394,Analytics Dashboard,Adopt,0
595,2024-06-18,USR_0344,Stakeholder Tool,Adopt,1
596,2024-01-17,USR_0261,Meeting Optimizer,Adopt,1
597,2024-03-16,USR_0434,Meeting Optimizer,Adopt,1
598,2025-09-24,USR_0148,Roadmap Planner,Adopt,1
599,2024-11-07,USR_0175,Stakeholder Tool,Adopt,0
600,2025-12-30,USR_0298,Stakeholder Tool,Adopt,0
601,2024-05-01,USR_0349,Meeting Optimizer,Adopt,0
602,2024-02-18,USR_0462,Stakeholder Tool,Adopt,0
603,2025-10-08,USR_0096,Meeting Optimizer,Churn,0
604,2025-03-17,USR_0383,Stakeholder Tool,Adopt,0
605,2024-11-25,USR_0017,Stakeholder Tool,Adopt,0
606,2024-06-09,USR_0076,Analytics Dashboard,Adopt,0
607,2024-09-06,USR_0303,Stakeholder Tool,Churn,0
608,2025-05-12,USR_0141,Roadmap Planner,Adopt,0
609,2025-04-13,USR_0091,Analytics Dashboard,Adopt,1
610,2024-12-06,USR_0143,Analytics Dashboard,Adopt,0
611,2025-08-04,USR_0148,Analytics Dashboard,Adopt,1
612,2024-03-05,USR_0082,Analytics Dashboard,Churn,0
613,2025-02-06,USR_0071,Stakeholder Tool,Adopt,0
614,2025-06-16,USR_0184,Roadmap Planner,Churn,1
615,2025-02-26,USR_0403,Meeting Optimizer,Adopt,0
616,2024-02-17,USR_0451,Analytics Dashboard,Adopt,0
617,2024-06-04,USR_0342,Roadmap Planner,Adopt,0
618,2025-07-16,USR_0343,Roadmap Planner,Adopt,0
619,2025-04-27,USR_0051,Analytics Dashboard,Adopt,1
620,2025-01-21,USR_0169,Meeting Optimizer,Churn,1
621,2025-02-26,USR_0123,Meeting Optimizer,Adopt,0
622,2024-11-27,USR_0182,Analytics Dashboard,Churn,0
623,2024-03-10,USR_0060,Roadmap Planner,Churn,1
624,2025-05-12,USR_0346,Roadmap Planner,Churn,0
625,2024-08-25,USR_0187,Stakeholder Tool,Churn,0
626,2024-10-22,USR_0343,Roadmap Planner,Churn,0
627,2025-04-24,USR_0430,Analytics Dashboard,Adopt,1
628,2025-01-08,USR_0047,Stakeholder Tool,Churn,0
629,2025-06-01,USR_0296,Meeting Optimizer,Churn,1
630,2025-07-15,USR_0471,Roadmap Planner,Churn,0
631,2024-09-24,USR_0477,Analytics Dashboard,Adopt,0
632,2024-10-10,USR_0179,Meeting Optimizer,Churn,1
633,2025-03-25,USR_0227,Stakeholder Tool,Adopt,1
634,2024-07-15,USR_0469,Stakeholder Tool,Churn,1
635,2024-04-29,USR_0397,Analytics Dashboard,Churn,0
636,2025-09-12,USR_0011,Analytics Dashboard,Adopt,0
637,2024-01-05,USR_0492,Analytics Dashboard,Churn,0
638,2025-05-29,USR_0442,Stakeholder Tool,Churn,0
639,2024-09-14,USR_0258,Stakeholder Tool,Churn,1
640,2024-10-19,USR_0014,Meeting Optimizer,Churn,0
641,2024-03-31,USR_0466,Roadmap Planner,Churn,1
642,2025-04-25,USR_0078,Stakeholder Tool,Adopt,0
643,2025-01-19,USR_0259,Analytics Dashboard,Adopt,1
644,2025-03-01,USR_0011,Roadmap Planner,Adopt,0
645,2024-06-09,USR_0453,Stakeholder Tool,Churn,1
646,2025-03-24,USR_0447,Meeting Optimizer,Adopt,1
647,2025-08-26,USR_0103,Stakeholder Tool,Churn,0
648,2024-01-28,USR_0280,Roadmap Planner,Adopt,0
649,2025-07-02,USR_0424,Meeting Optimizer,Churn,0
650,2024-11-23,USR_0350,Roadmap Planner,Adopt,1
651,2024-02-27,USR_0266,Stakeholder Tool,Churn,0
652,2024-08-17,USR_0478,Meeting Optimizer,Churn,1
653,2024-10-04,USR_0140,Stakeholder Tool,Adopt,0
654,2025-10-20,USR_0238,Stakeholder Tool,Churn,0
655,2025-06-29,USR_0425,Analytics Dashboard,Churn,0
656,2024-07-05,USR_0391,Analytics Dashboard,Adopt,0
657,2024-03-02,USR_0250,Meeting Optimizer,Churn,0
658,2025-05-02,USR_0049,Roadmap Planner,Churn,0
659,2024-01-01,USR_0251,Meeting Optimizer,Churn,1
660,2025-08-22,USR_0088,Roadmap Planner,Adopt,1
661,2024-03-05,USR_0433,Roadmap Planner,Adopt,0
662,2024-03-20,USR_0310,Meeting Optimizer,Adopt,0
663,2024-03-14,USR_0181,Roadmap Planner,Adopt,0
664,2025-01-17,USR_0463,Roadmap Planner,Adopt,0
665,2025-07-20,USR_0228,Meeting Optimizer,Adopt,1
666,2024-11-20,USR_0204,Stakeholder Tool,Adopt,0
667,2025-05-19,USR_0223,Stakeholder Tool,Churn,0
668,2024-07-19,USR_0263,Stakeholder Tool,Churn,0
669,2024-11-02,USR_0327,Stakeholder Tool,Adopt,0
670,2025-11-13,USR_0089,Meeting Optimizer,Adopt,0
671,2024-02-20,USR_0090,Roadmap Planner,Adopt,0
672,2024-03-01,USR_0012,Meeting Optimizer,Adopt,0
673,2025-11-18,USR_0242,Roadmap Planner,Adopt,0
674,2024-12-31,USR_0098,Stakeholder Tool,Churn,0
675,2025-04-16,USR_0188,Stakeholder Tool,Adopt,1
676,2025-11-22,USR_0107,Meeting Optimizer,Adopt,1
677,2024-09-17,USR_0304,Analytics Dashboard,Adopt,1
678,2025-12-05,USR_0139,Meeting Optimizer,Adopt,0
679,2025-10-23,USR_0044,Analytics Dashboard,Adopt,0
680,2025-12-03,USR_0205,Roadmap Planner,Adopt,0
681,2025-05-13,USR_0046,Analytics Dashboard,Churn,0
682,2025-08-05,USR_0089,Meeting Optimizer,Adopt,0
683,2025-01-31,USR_0274,Stakeholder Tool,Churn,0
684,2025-10-05,USR_0232,Meeting Optimizer,Churn,0
685,2024-06-06,USR_0340,Meeting Optimizer,Churn,1
686,2024-09-24,USR_0495,Analytics Dashboard,Adopt,0
687,2024-11-10,USR_0489,Stakeholder Tool,Adopt,0
688,2024-12-31,USR_0145,Stakeholder Tool,Churn,0
689,2025-02-19,USR_0296,Meeting Optimizer,Adopt,0
690,2025-01-19,USR_0250,Analytics Dashboard,Adopt,1
691,2025-08-10,USR_0073,Meeting Optimizer,Adopt,0
692,2025-03-31,USR_0162,Roadmap Planner,Churn,0
693,2024-11-23,USR_0153,Roadmap Planner,Adopt,1
694,2025-01-22,USR_0387,Analytics Dashboard,Churn,0
695,2024-03-03,USR_0452,Analytics Dashboard,Churn,0
696,2025-07-14,USR_0069,Analytics Dashboard,Adopt,0
697,2024-12-16,USR_0187,Roadmap Planner,Churn,0
698,2024-07-13,USR_0048,Meeting Optimizer,Adopt,0
699,2025-08-05,USR_0209,Meeting Optimizer,Churn,1
700,2024-11-29,USR_0481,Stakeholder Tool,Adopt,0
701,2024-10-03,USR_0202,Roadmap Planner,Adopt,1
702,2024-10-03,USR_0156,Stakeholder Tool,Adopt,0
703,2025-12-17,USR_0094,Roadmap Planner,Churn,0
704,2025-03-15,USR_0169,Analytics Dashboard,Churn,1
705,2024-12-19,USR_0236,Roadmap Planner,Adopt,0
706,2025-04-25,USR_0416,Analytics Dashboard,Adopt,0
707,2025-03-11,USR_0042,Stakeholder Tool,Churn,1
708,2024-10-17,USR_0066,Analytics Dashboard,Churn,1
709,2025-05-08,USR_0359,Analytics Dashboard,Adopt,0
710,2025-05-24,USR_0176,Roadmap Planner,Churn,0
711,2025-08-20,USR_0458,Roadmap Planner,Adopt,0
712,2024-08-10,USR_0362,Meeting Optimizer,Adopt,0
713,2024-04-20,USR_0459,Stakeholder Tool,Adopt,0
714,2024-01-12,USR_0070,Stakeholder Tool,Adopt,0
715,2024-05-15,USR_0450,Roadmap Planner,Adopt,0
716,2024-03-06,USR_0103,Roadmap Planner,Adopt,0
717,2024-11-23,USR_0359,Analytics Dashboard,Churn,1
718,2025-01-15,USR_0335,Stakeholder Tool,Churn,0
719,2025-04-09,USR_0180,Roadmap Planner,Churn,0
720,2025-03-01,USR_0214,Stakeholder Tool,Adopt,0
721,2025-06-05,USR_0351,Roadmap Planner,Churn,0
722,2024-08-04,USR_0453,Roadmap Planner,Churn,1
723,2025-08-23,USR_0408,Stakeholder Tool,Adopt,0
724,2025-05-12,USR_0437,Stakeholder Tool,Adopt,0
725,2024-07-01,USR_0163,Analytics Dashboard,Adopt,0
726,2025-03-03,USR_0119,Meeting Optimizer,Adopt,0
727,2024-08-25,USR_0104,Analytics Dashboard,Churn,1
728,2025-11-06,USR_0233,Analytics Dashboard,Adopt,1
729,2025-02-08,USR_0184,Stakeholder Tool,Adopt,0
730,2025-02-09,USR_0289,Roadmap Planner,Adopt,0
731,2025-10-08,USR_0021,Analytics Dashboard,Adopt,0
732,2024-02-26,USR_0462,Stakeholder Tool,Churn,1
733,2025-11-26,USR_0145,Stakeholder Tool,Adopt,1
734,2024-01-23,USR_0013,Meeting Optimizer,Churn,1
735,2024-09-05,USR_0264,Analytics Dashboard,Churn,0
736,2024-02-21,USR_0264,Stakeholder Tool,Adopt,0
737,2024-08-19,USR_0049,Stakeholder Tool,Adopt,0
738,2025-12-14,USR_0292,Analytics Dashboard,Adopt,0
739,2025-02-15,USR_0275,Roadmap Planner,Churn,0
740,2025-02-20,USR_0444,Meeting Optimizer,Adopt,1
741,2024-09-19,USR_0394,Stakeholder Tool,Adopt,0
742,2024-05-24,USR_0251,Roadmap Planner,Adopt,1
743,2025-08-29,USR_0405,Roadmap Planner,Churn,0
744,2025-03-30,USR_0179,Meeting Optimizer,Churn,1
745,2024-12-23,USR_0185,Meeting Optimizer,Adopt,0
746,2024-01-01,USR_0388,Roadmap Planner,Adopt,1
747,2024-07-11,USR_0056,Roadmap Planner,Churn,1
748,2025-01-27,USR_0408,Stakeholder Tool,Adopt,1
749,2025-10-07,USR_0440,Roadmap Planner,Adopt,0
750,2024-09-30,USR_0277,Meeting Optimizer,Adopt,1
751,2025-06-14,USR_0379,Roadmap Planner,Adopt,0
752,2025-09-10,USR_0431,Meeting Optimizer,Adopt,0
753,2024-04-20,USR_0276,Analytics Dashboard,Churn,1
754,2025-07-16,USR_0280,Meeting Optimizer,Adopt,0
755,2025-08-31,USR_0131,Stakeholder Tool,Adopt,0
756,2024-10-09,USR_0327,Meeting Optimizer,Churn,0
757,2025-03-18,USR_0357,Roadmap Planner,Adopt,1
758,2024-01-12,USR_0274,Meeting Optimizer,Churn,0
759,2024-08-24,USR_0500,Analytics Dashboard,Churn,0
760,2024-03-18,USR_0194,Roadmap Planner,Adopt,0
761,2025-09-16,USR_0486,Roadmap Planner,Churn,0
762,2024-03-02,USR_0136,Analytics Dashboard,Adopt,0
763,2025-01-26,USR_0176,Stakeholder Tool,Adopt,0
764,2025-07-28,USR_0365,Roadmap Planner,Adopt,1
765,2024-03-22,USR_0226,Roadmap Planner,Adopt,1
766,2024-06-14,USR_0366,Roadmap Planner,Adopt,0
767,2025-01-20,USR_0094,Analytics Dashboard,Adopt,0
768,2025-12-10,USR_0023,Roadmap Planner,Adopt,0
769,2025-11-19,USR_0061,Meeting Optimizer,Adopt,0
770,2025-11-28,USR_0257,Roadmap Planner,Adopt,1
771,2024-05-15,USR_0148,Stakeholder Tool,Adopt,0
772,2024-02-01,USR_0234,Analytics Dashboard,Churn,1
773,2025-01-05,USR_0147,Stakeholder Tool,Churn,1
774,2025-01-24,USR_0160,Analytics Dashboard,Adopt,0
775,2024-04-02,USR_0029,Analytics Dashboard,Churn,0
776,2024-07-02,USR_0276,Roadmap Planner,Churn,1
777,2024-06-07,USR_0014,Roadmap Planner,Adopt,1
778,2024-06-10,USR_0147,Analytics Dashboard,Adopt,0
779,2024-08-04,USR_0143,Meeting Optimizer,Churn,0
780,2025-09-15,USR_0073,Stakeholder Tool,Adopt,0
781,2025-07-29,USR_0125,Roadmap Planner,Adopt,0
782,2025-05-08,USR_0341,Meeting Optimizer,Adopt,0
783,2025-09-23,USR_0217,Analytics Dashboard,Churn,1
784,2025-05-11,USR_0201,Meeting Optimizer,Churn,0
785,2025-05-23,USR_0293,Roadmap Planner,Adopt,1
786,2025-08-16,USR_0246,Analytics Dashboard,Adopt,0
787,2024-01-30,USR_0165,Analytics Dashboard,Churn,1
788,2025-09-09,USR_0368,Stakeholder Tool,Adopt,0
789,2024-02-04,USR_0231,Meeting Optimizer,Adopt,0
790,2025-03-10,USR_0371,Stakeholder Tool,Churn,0
791,2024-04-19,USR_0162,Meeting Optimizer,Churn,0
792,2025-05-18,USR_0207,Analytics Dashboard,Adopt,1
793,2024-09-11,USR_0030,Stakeholder Tool,Adopt,0
794,2025-07-17,USR_0435,Stakeholder Tool,Churn,0
795,2025-10-26,USR_0325,Analytics Dashboard,Churn,0
796,2024-01-15,USR_0289,Meeting Optimizer,Adopt,0
797,2024-03-17,USR_0038,Analytics Dashboard,Adopt,0
798,2024-01-27,USR_0399,Roadmap Planner,Adopt,0
799,2024-02-26,USR_0335,Analytics Dashboard,Churn,0
800,2024-07-20,USR_0399,Roadmap Planner,Adopt,0
801,2024-03-09,USR_0017,Stakeholder Tool,Adopt,0
802,2025-12-12,USR_0339,Roadmap Planner,Adopt,0
803,2025-03-10,USR_0390,Meeting Optimizer,Adopt,0
804,2025-06-12,USR_0341,Analytics Dashboard,Churn,0
805,2024-06-21,USR_0114,Meeting Optimizer,Churn,0
806,2025-10-09,USR_0055,Analytics Dashboard,Adopt,0
807,2025-01-05,USR_0485,Analytics Dashboard,Adopt,0
808,2025-03-16,USR_0391,Roadmap Planner,Adopt,0
809,2025-10-16,USR_0242,Stakeholder Tool,Adopt,0
810,2024-02-26,USR_0086,Stakeholder Tool,Adopt,0
811,2025-11-25,USR_0444,Stakeholder Tool,Adopt,0
812,2025-07-28,USR_0080,Analytics Dashboard,Adopt,0
813,2025-04-09,USR_0292,Stakeholder Tool,Adopt,0
814,2024-11-27,USR_0430,Meeting Optimizer,Adopt,1
815,2025-05-09,USR_0317,Analytics Dashboard,Churn,1
816,2024-12-02,USR_0180,Meeting Optimizer,Churn,0
817,2024-09-22,USR_0043,Roadmap Planner,Churn,0
818,2024-02-03,USR_0130,Analytics Dashboard,Churn,0
819,2024-06-10,USR_0418,Analytics Dashboard,Churn,0
820,2024-04-16,USR_0463,Roadmap Planner,Adopt,1
821,2024-09-26,USR_0100,Roadmap Planner,Churn,0
822,2025-07-13,USR_0034,Meeting Optimizer,Adopt,0
823,2025-10-23,USR_0151,Meeting Optimizer,Churn,0
824,2024-10-11,USR_0027,Roadmap Planner,Churn,0
825,2025-09-10,USR_0452,Stakeholder Tool,Churn,0
826,2024-02-12,USR_0429,Stakeholder Tool,Adopt,0
827,2025-12-09,USR_0041,Analytics Dashboard,Churn,0
828,2024-02-03,USR_0440,Stakeholder Tool,Adopt,0
829,2024-02-08,USR_0425,Meeting Optimizer,Adopt,0
830,2024-07-16,USR_0093,Roadmap Planner,Adopt,0
831,2025-05-25,USR_0486,Roadmap Planner,Adopt,0
832,2024-11-30,USR_0478,Stakeholder Tool,Adopt,0
833,2024-12-23,USR_0018,Analytics Dashboard,Adopt,0
834,2025-01-02,USR_0207,Stakeholder Tool,Adopt,0
835,2025-05-05,USR_0112,Meeting Optimizer,Churn,0
836,2025-10-21,USR_0495,Stakeholder Tool,Adopt,0
837,2025-07-15,USR_0406,Meeting Optimizer,Churn,1
838,2025-09-01,USR_0366,Analytics Dashboard,Churn,0
839,2025-10-06,USR_0103,Meeting Optimizer,Adopt,0
840,2025-07-18,USR_0410,Analytics Dashboard,Churn,1
841,2024-08-28,USR_0080,Roadmap Planner,Churn,0
842,2025-05-14,USR_0370,Roadmap Planner,Adopt,0
843,2024-11-05,USR_0390,Roadmap Planner,Adopt,0
844,2024-07-08,USR_0048,Meeting Optimizer,Adopt,0
845,2024-05-12,USR_0468,Roadmap Planner,Churn,0
846,2025-06-23,USR_0121,Roadmap Planner,Churn,0
847,2025-07-07,USR_0124,Analytics Dashboard,Adopt,1
848,2025-12-30,USR_0307,Meeting Optimizer,Adopt,1
849,2024-12-16,USR_0312,Meeting Optimizer,Adopt,1
850,2024-01-21,USR_0419,Stakeholder Tool,Adopt,1
851,2025-10-11,USR_0158,Meeting Optimizer,Adopt,0
852,2024-01-10,USR_0183,Roadmap Planner,Adopt,0
853,2025-08-04,USR_0134,Stakeholder Tool,Adopt,0
854,2024-08-28,USR_0327,Roadmap Planner,Churn,0
855,2025-04-20,USR_0086,Meeting Optimizer,Churn,0
856,2025-12-16,USR_0178,Meeting Optimizer,Churn,1
857,2024-03-15,USR_0363,Stakeholder Tool,Churn,0
858,2025-04-18,USR_0447,Analytics Dashboard,Adopt,0
859,2025-04-08,USR_0417,Meeting Optimizer,Adopt,0
860,2024-12-26,USR_0030,Meeting Optimizer,Adopt,0
861,2025-06-11,USR_0436,Stakeholder Tool,Adopt,1
862,2024-01-07,USR_0007,Analytics Dashboard,Adopt,1
863,2024-03-09,USR_0462,Roadmap Planner,Churn,1
864,2025-10-17,USR_0030,Meeting Optimizer,Adopt,0
865,2024-01-11,USR_0006,Roadmap Planner,Adopt,1
866,2024-07-11,USR_0443,Stakeholder Tool,Adopt,0
867,2025-04-04,USR_0386,Meeting Optimizer,Adopt,0
868,2024-12-13,USR_0364,Stakeholder Tool,Adopt,0
869,2025-02-05,USR_0140,Roadmap Planner,Adopt,0
870,2024-03-11,USR_0447,Meeting Optimizer,Adopt,0
871,2024-03-22,USR_0033,Roadmap Planner,Adopt,0
872,2024-02-20,USR_0073,Roadmap Planner,Adopt,0
873,2025-03-24,USR_0050,Stakeholder Tool,Churn,0
874,2025-08-21,USR_0003,Meeting Optimizer,Churn,0
875,2025-07-11,USR_0126,Stakeholder Tool,Churn,0
876,2025-07-25,USR_0241,Analytics Dashboard,Churn,0
877,2024-12-30,USR_0422,Meeting Optimizer,Adopt,0
878,2024-10-24,USR_0282,Stakeholder Tool,Adopt,0
879,2024-10-06,USR_0481,Roadmap Planner,Adopt,0
880,2024-07-31,USR_0374,Meeting Optimizer,Adopt,0
881,2025-08-07,USR_0033,Analytics Dashboard,Churn,1
882,2025-07-23,USR_0377,Analytics Dashboard,Adopt,0
883,2025-08-15,USR_0406,Roadmap Planner,Churn,1
884,2025-02-12,USR_0094,Stakeholder Tool,Adopt,0
885,2025-02-06,USR_0442,Meeting Optimizer,Adopt,0
886,2024-07-21,USR_0429,Analytics Dashboard,Adopt,0
887,2024-09-22,USR_0259,Meeting Optimizer,Adopt,1
888,2025-12-30,USR_0060,Stakeholder Tool,Adopt,1
889,2025-07-10,USR_0053,Meeting Optimizer,Adopt,1
